Sample_ID,Date,Date_cont,Plant_ID,Treatment,Watering,inoculant,Pot_Weight,Root_Length_cm,Shoot_Length_cm,CA,Whole_Plant_wet_weightg,root_weight_wetg,stem_wetg,leaves_wet_g,root_dry_g,stem_dryg,leaves_dry_g,notes,Dry_Weight,Amount_mg,Ampl__28_mV,Ampl__44_mV,Delta15N,Delta13C,Weight_percN,Weight_percC,Photo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWA6,6/30/2023,6,WWA,WW,watered,whole community,141.22,2.568,3.781,2.758,0.1035,0.0045,0.0042,0.0688,0.001,0.0257,0.0633,NA,0.09,3.51,3979,4363,0.42,-36.23,2.71,31.01,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWB6,6/30/2023,6,WWB,WW,watered,whole community,162.2,8.675,NA,2.411,0.1973,0.048,0.0163,0.1448,0.0126,0.0142,0.1358,NA,0.1626,3.463,5879,5603,-4.18,-38,4.03,40.5,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWC6,6/30/2023,6,WWC,WW,watered,whole community,171.25,NA,3.574,4.747,0.2194,0.0143,0.0096,0.1858,0.0061,0.0032,0.157,NA,0.1663,3.538,4791,5947,0.14,-36.07,3.22,41.84,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWD6,6/30/2023,6,WWD,WW,watered,whole community,167.81,10.868,4.296,3.742,0.1202,0.0431,0.0191,0.1214,0.0221,0.0174,0.1519,NA,0.1914,3.452,4659,5397,2.55,-36.09,3.24,38.78,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWE6,6/30/2023,6,WWE,WW,watered,whole community,145.25,15.728,6.235,7.38,0.2506,0.0208,0.0155,0.1714,0.0181,0.0092,0.163,NA,0.1903,3.474,3755,5920,2.88,-34.76,2.64,42.63,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWF6,6/30/2023,6,WWF,WW,watered,whole community,170.73,16.85,2.781,4.268,0.0776,0.0335,0.0121,0.0631,0.0204,0.0056,0.0675,NA,0.0935,3.491,5119,5968,0.5,-36.72,3.46,42.84,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWG6,6/30/2023,6,WWG,WW,watered,whole community,164.72,14.979,4.51,4.478,0.1487,0.0517,0.0186,0.0985,0.0283,0.0077,0.0986,NA,0.1346,3.57,4855,6102,0,-36.68,3.25,43.12,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWH6,6/30/2023,6,WWH,WW,watered,whole community,167.02,10.857,4.04,2.932,0.1813,0.0352,0.0183,0.1068,0.0057,0.0156,0.095,NA,0.1163,3.47,3728,5889,-0.4,-37.19,2.57,42.41,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWI6,6/30/2023,6,WWI,WW,watered,whole community,163.14,17.529,5.115,5.74,0.3762,0.0596,0.0451,0.196,0.0334,0.0295,0.1929,NA,0.2558,3.52,6231,5963,5.28,-35.96,4.15,42.28,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWJ6,6/30/2023,6,WWJ,WW,watered,whole community,154.96,12.883,6.582,4.331,0.2483,0.0708,0.0196,0.1474,0.062,0.0103,0.1438,NA,0.2161,3.555,5816,5836,-1.24,-36.46,3.92,41,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
